"listing_id","season","available_days","total_days","availability_ratio","room_type"
"10553698","Autumn","182","182","1","Private room"
"10553698","Spring","60","116","0.517241","Private room"
"10553698","Summer","159","161","0.987578","Private room"
"10553698","Winter","60","181","0.331492","Private room"
"10553804","Autumn","77","91","0.846154",
"10553804","Spring","0","24","0",
"10553804","Summer","67","69","0.971014",
"10553804","Winter","32","91","0.351648",
"1055493443539532810","Autumn","91","91","1","Entire home/apt"
"1055493443539532810","Spring","67","92","0.728261","Entire home/apt"
"1055493443539532810","Summer","92","92","1","Entire home/apt"
"1055493443539532810","Winter","20","90","0.222222","Entire home/apt"
"10555006","Autumn","182","182","1","Private room"
"10555006","Spring","60","116","0.517241","Private room"
"10555006","Summer","159","161","0.987578","Private room"
"10555006","Winter","60","181","0.331492","Private room"
"1055575903108258201","Autumn","91","91","1","Private room"
"1055575903108258201","Spring","67","92","0.728261","Private room"
"1055575903108258201","Summer","92","92","1","Private room"
"1055575903108258201","Winter","31","90","0.344444","Private room"
"1055576653508107094","Autumn","91","91","1","Private room"
"1055576653508107094","Spring","67","92","0.728261","Private room"
"1055576653508107094","Summer","92","92","1","Private room"
"1055576653508107094","Winter","31","90","0.344444","Private room"
"1056117862438299810","Autumn","91","91","1","Entire home/apt"
"1056117862438299810","Spring","68","92","0.73913","Entire home/apt"
"1056117862438299810","Summer","92","92","1","Entire home/apt"
"1056117862438299810","Winter","20","90","0.222222","Entire home/apt"
"1056147674010585055","Autumn","91","91","1","Private room"
"1056147674010585055","Spring","67","92","0.728261","Private room"
"1056147674010585055","Summer","92","92","1","Private room"
"1056147674010585055","Winter","20","90","0.222222","Private room"
"1056179507544430370","Autumn","91","91","1","Private room"
"1056179507544430370","Spring","67","92","0.728261","Private room"
"1056179507544430370","Summer","92","92","1","Private room"
"1056179507544430370","Winter","20","90","0.222222","Private room"
"1056180289670211210","Autumn","91","91","1","Entire home/apt"
"1056180289670211210","Spring","24","92","0.26087","Entire home/apt"
"1056180289670211210","Summer","31","92","0.336957","Entire home/apt"
"1056180289670211210","Winter","90","90","1","Entire home/apt"
"1056182707855045849","Autumn","91","91","1","Entire home/apt"
"1056182707855045849","Spring","64","92","0.695652","Entire home/apt"
"1056182707855045849","Summer","92","92","1","Entire home/apt"
"1056182707855045849","Winter","20","90","0.222222","Entire home/apt"
"1056183785185217195","Autumn","91","91","1","Private room"
"1056183785185217195","Spring","61","92","0.663043","Private room"
"1056183785185217195","Summer","92","92","1","Private room"
"1056183785185217195","Winter","20","90","0.222222","Private room"
"1056244906769002545","Autumn","91","91","1","Shared room"
"1056244906769002545","Spring","64","92","0.695652","Shared room"
"1056244906769002545","Summer","92","92","1","Shared room"
"1056244906769002545","Winter","31","90","0.344444","Shared room"
"1056363980115543011","Autumn","0","91","0","Entire home/apt"
"1056363980115543011","Spring","0","92","0","Entire home/apt"
"1056363980115543011","Summer","0","92","0","Entire home/apt"
"1056363980115543011","Winter","0","90","0","Entire home/apt"
"1056955193737184360","Autumn","0","91","0","Entire home/apt"
"1056955193737184360","Spring","67","92","0.728261","Entire home/apt"
"1056955193737184360","Summer","23","92","0.25","Entire home/apt"
"1056955193737184360","Winter","0","90","0","Entire home/apt"
"1057657749663085448","Autumn","91","91","1","Entire home/apt"
"1057657749663085448","Spring","44","92","0.478261","Entire home/apt"
"1057657749663085448","Summer","92","92","1","Entire home/apt"
"1057657749663085448","Winter","20","90","0.222222","Entire home/apt"
"1057848051668694693","Autumn","21","91","0.230769","Private room"
"1057848051668694693","Spring","31","92","0.336957","Private room"
"1057848051668694693","Summer","84","92","0.913043","Private room"
"1057848051668694693","Winter","0","90","0","Private room"
"1058035966222907829","Autumn","91","91","1","Private room"
"1058035966222907829","Spring","37","92","0.402174","Private room"
"1058035966222907829","Summer","92","92","1","Private room"
"1058035966222907829","Winter","20","90","0.222222","Private room"
"1058068138590704982","Autumn","91","91","1","Private room"
"1058068138590704982","Spring","92","92","1","Private room"
"1058068138590704982","Summer","92","92","1","Private room"
"1058068138590704982","Winter","90","90","1","Private room"
"1058213730845292584","Autumn","91","91","1","Entire home/apt"
"1058213730845292584","Spring","67","92","0.728261","Entire home/apt"
"1058213730845292584","Summer","92","92","1","Entire home/apt"
"1058213730845292584","Winter","20","90","0.222222","Entire home/apt"
"1058273543037303245","Autumn","91","91","1","Private room"
"1058273543037303245","Spring","20","92","0.217391","Private room"
"1058273543037303245","Summer","92","92","1","Private room"
"1058273543037303245","Winter","31","90","0.344444","Private room"
"1058293742006001660","Autumn","91","91","1","Private room"
"1058293742006001660","Spring","67","92","0.728261","Private room"
"1058293742006001660","Summer","92","92","1","Private room"
"1058293742006001660","Winter","19","90","0.211111","Private room"
"1058454308278409677","Autumn","91","91","1","Shared room"
"1058454308278409677","Spring","67","92","0.728261","Shared room"
"1058454308278409677","Summer","92","92","1","Shared room"
"1058454308278409677","Winter","20","90","0.222222","Shared room"
"1058460573588291395","Autumn","91","91","1","Private room"
"1058460573588291395","Spring","17","92","0.184783","Private room"
"1058460573588291395","Summer","92","92","1","Private room"
"1058460573588291395","Winter","31","90","0.344444","Private room"
"1058478814853858927","Autumn","91","91","1","Private room"
"1058478814853858927","Spring","66","92","0.717391","Private room"
"1058478814853858927","Summer","92","92","1","Private room"
"1058478814853858927","Winter","20","90","0.222222","Private room"
"1058485652390874413","Autumn","91","91","1","Private room"
"1058485652390874413","Spring","66","92","0.717391","Private room"
"1058485652390874413","Summer","92","92","1","Private room"
"1058485652390874413","Winter","19","90","0.211111","Private room"
"1058490049898840418","Autumn","91","91","1","Private room"
"1058490049898840418","Spring","66","92","0.717391","Private room"
"1058490049898840418","Summer","92","92","1","Private room"
"1058490049898840418","Winter","19","90","0.211111","Private room"
"1059839146940563556","Autumn","91","91","1","Private room"
"1059839146940563556","Spring","44","92","0.478261","Private room"
"1059839146940563556","Summer","68","92","0.73913","Private room"
"1059839146940563556","Winter","32","90","0.355556","Private room"
"1059863712720021474","Autumn","91","91","1","Shared room"
"1059863712720021474","Spring","67","92","0.728261","Shared room"
"1059863712720021474","Summer","92","92","1","Shared room"
"1059863712720021474","Winter","20","90","0.222222","Shared room"
"10599875","Autumn","182","182","1","Private room"
"10599875","Spring","116","116","1","Private room"
"10599875","Summer","161","161","1","Private room"
"10599875","Winter","181","181","1","Private room"
"1059999747990204976","Autumn","0","91","0","Private room"
"1059999747990204976","Spring","37","92","0.402174","Private room"
"1059999747990204976","Summer","2","92","0.0217391","Private room"
"1059999747990204976","Winter","0","90","0","Private room"
"1060404060462687463","Autumn","91","91","1","Entire home/apt"
"1060404060462687463","Spring","74","92","0.804348","Entire home/apt"
"1060404060462687463","Summer","92","92","1","Entire home/apt"
"1060404060462687463","Winter","90","90","1","Entire home/apt"
"1060505471440736730","Autumn","91","91","1","Entire home/apt"
"1060505471440736730","Spring","24","92","0.26087","Entire home/apt"
"1060505471440736730","Summer","92","92","1","Entire home/apt"
"1060505471440736730","Winter","20","90","0.222222","Entire home/apt"
"1060570953946095232","Autumn","68","91","0.747253","Entire home/apt"
"1060570953946095232","Spring","57","92","0.619565","Entire home/apt"
"1060570953946095232","Summer","66","92","0.717391","Entire home/apt"
"1060570953946095232","Winter","85","90","0.944444","Entire home/apt"
"1060653918541140795","Autumn","91","91","1","Shared room"
"1060653918541140795","Spring","45","92","0.48913","Shared room"
"1060653918541140795","Summer","92","92","1","Shared room"
"1060653918541140795","Winter","20","90","0.222222","Shared room"
"1060807666125164838","Autumn","52","91","0.571429","Entire home/apt"
"1060807666125164838","Spring","42","92","0.456522","Entire home/apt"
"1060807666125164838","Summer","49","92","0.532609","Entire home/apt"
"1060807666125164838","Winter","29","90","0.322222","Entire home/apt"
"1060831","Autumn","182","182","1","Entire home/apt"
"1060831","Spring","116","116","1","Entire home/apt"
"1060831","Summer","161","161","1","Entire home/apt"
"1060831","Winter","181","181","1","Entire home/apt"
"1061685369168851551","Autumn","91","91","1","Entire home/apt"
"1061685369168851551","Spring","24","92","0.26087","Entire home/apt"
"1061685369168851551","Summer","73","92","0.793478","Entire home/apt"
"1061685369168851551","Winter","20","90","0.222222","Entire home/apt"
"1061856901253262428","Autumn","91","91","1","Entire home/apt"
"1061856901253262428","Spring","80","92","0.869565","Entire home/apt"
"1061856901253262428","Summer","92","92","1","Entire home/apt"
"1061856901253262428","Winter","90","90","1","Entire home/apt"
"1062018602690877041","Autumn","91","91","1","Entire home/apt"
"1062018602690877041","Spring","67","92","0.728261","Entire home/apt"
"1062018602690877041","Summer","92","92","1","Entire home/apt"
"1062018602690877041","Winter","20","90","0.222222","Entire home/apt"
"1062679796276356736","Autumn","0","91","0","Private room"
"1062679796276356736","Spring","68","92","0.73913","Private room"
"1062679796276356736","Summer","23","92","0.25","Private room"
"1062679796276356736","Winter","0","90","0","Private room"
"1062739760000600616","Autumn","91","91","1","Shared room"
"1062739760000600616","Spring","67","92","0.728261","Shared room"
"1062739760000600616","Summer","92","92","1","Shared room"
"1062739760000600616","Winter","19","90","0.211111","Shared room"
"1062797915811042121","Autumn","0","91","0","Entire home/apt"
"1062797915811042121","Spring","37","92","0.402174","Entire home/apt"
"1062797915811042121","Summer","23","92","0.25","Entire home/apt"
"1062797915811042121","Winter","0","90","0","Entire home/apt"
"1062860020266348460","Autumn","91","91","1","Entire home/apt"
"1062860020266348460","Spring","57","92","0.619565","Entire home/apt"
"1062860020266348460","Summer","92","92","1","Entire home/apt"
"1062860020266348460","Winter","90","90","1","Entire home/apt"
"1062886646853106508","Autumn","0","91","0","Entire home/apt"
"1062886646853106508","Spring","24","92","0.26087","Entire home/apt"
"1062886646853106508","Summer","23","92","0.25","Entire home/apt"
"1062886646853106508","Winter","0","90","0","Entire home/apt"
"1062909282278818682","Autumn","0","91","0","Private room"
"1062909282278818682","Spring","61","92","0.663043","Private room"
"1062909282278818682","Summer","22","92","0.23913","Private room"
"1062909282278818682","Winter","0","90","0","Private room"
"1062940357707134416","Autumn","91","91","1","Private room"
"1062940357707134416","Spring","24","92","0.26087","Private room"
"1062940357707134416","Summer","92","92","1","Private room"
"1062940357707134416","Winter","19","90","0.211111","Private room"
"1063042856481524182","Autumn","91","91","1","Private room"
"1063042856481524182","Spring","84","92","0.913043","Private room"
"1063042856481524182","Summer","92","92","1","Private room"
"1063042856481524182","Winter","90","90","1","Private room"
"1063291153205800734","Autumn","91","91","1","Private room"
"1063291153205800734","Spring","68","92","0.73913","Private room"
"1063291153205800734","Summer","92","92","1","Private room"
"1063291153205800734","Winter","20","90","0.222222","Private room"
"1064057315865110281","Autumn","0","91","0","Entire home/apt"
"1064057315865110281","Spring","3","92","0.0326087","Entire home/apt"
"1064057315865110281","Summer","0","92","0","Entire home/apt"
"1064057315865110281","Winter","13","90","0.144444","Entire home/apt"
"1064212422850779143","Autumn","91","91","1","Private room"
"1064212422850779143","Spring","52","92","0.565217","Private room"
"1064212422850779143","Summer","92","92","1","Private room"
"1064212422850779143","Winter","20","90","0.222222","Private room"
"1064714895350134381","Autumn","0","91","0","Entire home/apt"
"1064714895350134381","Spring","68","92","0.73913","Entire home/apt"
"1064714895350134381","Summer","23","92","0.25","Entire home/apt"
"1064714895350134381","Winter","0","90","0","Entire home/apt"
"1064772640286608000","Autumn","0","91","0","Entire home/apt"
"1064772640286608000","Spring","68","92","0.73913","Entire home/apt"
"1064772640286608000","Summer","23","92","0.25","Entire home/apt"
"1064772640286608000","Winter","0","90","0","Entire home/apt"
"1064924185700729231","Autumn","0","91","0","Entire home/apt"
"1064924185700729231","Spring","65","92","0.706522","Entire home/apt"
"1064924185700729231","Summer","23","92","0.25","Entire home/apt"
"1064924185700729231","Winter","0","90","0","Entire home/apt"
"1065034013879426468","Autumn","91","91","1","Private room"
"1065034013879426468","Spring","67","92","0.728261","Private room"
"1065034013879426468","Summer","92","92","1","Private room"
"1065034013879426468","Winter","20","90","0.222222","Private room"
"1065359975321938448","Autumn","0","91","0","Entire home/apt"
"1065359975321938448","Spring","68","92","0.73913","Entire home/apt"
"1065359975321938448","Summer","23","92","0.25","Entire home/apt"
"1065359975321938448","Winter","0","90","0","Entire home/apt"
"1065373006062569609","Autumn","91","91","1","Entire home/apt"
"1065373006062569609","Spring","67","92","0.728261","Entire home/apt"
"1065373006062569609","Summer","92","92","1","Entire home/apt"
"1065373006062569609","Winter","20","90","0.222222","Entire home/apt"
"1065582780084738278","Autumn","91","91","1","Private room"
"1065582780084738278","Spring","67","92","0.728261","Private room"
"1065582780084738278","Summer","92","92","1","Private room"
"1065582780084738278","Winter","20","90","0.222222","Private room"
"1065644940555313477","Autumn","0","91","0","Entire home/apt"
"1065644940555313477","Spring","0","92","0","Entire home/apt"
"1065644940555313477","Summer","62","92","0.673913","Entire home/apt"
"1065644940555313477","Winter","0","90","0","Entire home/apt"
"1065685202086028490","Autumn","21","91","0.230769","Entire home/apt"
"1065685202086028490","Spring","6","92","0.0652174","Entire home/apt"
"1065685202086028490","Summer","28","92","0.304348","Entire home/apt"
"1065685202086028490","Winter","0","90","0","Entire home/apt"
"1065780526744493882","Autumn","11","91","0.120879","Entire home/apt"
"1065780526744493882","Spring","7","92","0.076087","Entire home/apt"
"1065780526744493882","Summer","4","92","0.0434783","Entire home/apt"
"1065780526744493882","Winter","0","90","0","Entire home/apt"
"1065969593328550956","Autumn","21","91","0.230769","Private room"
"1065969593328550956","Spring","68","92","0.73913","Private room"
"1065969593328550956","Summer","92","92","1","Private room"
"1065969593328550956","Winter","0","90","0","Private room"
"1066188275457756469","Autumn","91","91","1","Entire home/apt"
"1066188275457756469","Spring","67","92","0.728261","Entire home/apt"
"1066188275457756469","Summer","92","92","1","Entire home/apt"
"1066188275457756469","Winter","20","90","0.222222","Entire home/apt"
"1066271632174036836","Autumn","91","91","1","Entire home/apt"
"1066271632174036836","Spring","88","92","0.956522","Entire home/apt"
"1066271632174036836","Summer","92","92","1","Entire home/apt"
"1066271632174036836","Winter","90","90","1","Entire home/apt"
"1066355222908434446","Autumn","91","91","1","Private room"
"1066355222908434446","Spring","19","92","0.206522","Private room"
"1066355222908434446","Summer","92","92","1","Private room"
"1066355222908434446","Winter","31","90","0.344444","Private room"
"1066373449035731766","Autumn","91","91","1","Private room"
"1066373449035731766","Spring","49","92","0.532609","Private room"
"1066373449035731766","Summer","92","92","1","Private room"
"1066373449035731766","Winter","31","90","0.344444","Private room"
"1066379521212616326","Autumn","91","91","1","Private room"
"1066379521212616326","Spring","53","92","0.576087","Private room"
"1066379521212616326","Summer","92","92","1","Private room"
"1066379521212616326","Winter","31","90","0.344444","Private room"
"1066382611580866854","Autumn","91","91","1","Private room"
"1066382611580866854","Spring","50","92","0.543478","Private room"
"1066382611580866854","Summer","92","92","1","Private room"
"1066382611580866854","Winter","31","90","0.344444","Private room"
"1066568603324983633","Autumn","88","91","0.967033","Entire home/apt"
"1066568603324983633","Spring","11","92","0.119565","Entire home/apt"
"1066568603324983633","Summer","62","92","0.673913","Entire home/apt"
"1066568603324983633","Winter","20","90","0.222222","Entire home/apt"
"1066895342073288317","Autumn","91","91","1","Private room"
"1066895342073288317","Spring","52","92","0.565217","Private room"
"1066895342073288317","Summer","92","92","1","Private room"
"1066895342073288317","Winter","19","90","0.211111","Private room"
"1066908482901119465","Autumn","91","91","1","Entire home/apt"
"1066908482901119465","Spring","67","92","0.728261","Entire home/apt"
"1066908482901119465","Summer","92","92","1","Entire home/apt"
"1066908482901119465","Winter","20","90","0.222222","Entire home/apt"
"1067014120835061326","Autumn","91","91","1","Entire home/apt"
"1067014120835061326","Spring","50","92","0.543478","Entire home/apt"
"1067014120835061326","Summer","75","92","0.815217","Entire home/apt"
"1067014120835061326","Winter","20","90","0.222222","Entire home/apt"
"1067075021182219638","Autumn","91","91","1","Private room"
"1067075021182219638","Spring","67","92","0.728261","Private room"
"1067075021182219638","Summer","92","92","1","Private room"
"1067075021182219638","Winter","20","90","0.222222","Private room"
"1067158186450608498","Autumn","0","91","0","Entire home/apt"
"1067158186450608498","Spring","7","92","0.076087","Entire home/apt"
"1067158186450608498","Summer","23","92","0.25","Entire home/apt"
"1067158186450608498","Winter","0","90","0","Entire home/apt"
"1067841744225581771","Autumn","89","91","0.978022","Entire home/apt"
"1067841744225581771","Spring","60","92","0.652174","Entire home/apt"
"1067841744225581771","Summer","30","92","0.326087","Entire home/apt"
"1067841744225581771","Winter","20","90","0.222222","Entire home/apt"
"1067866263143283763","Autumn","0","91","0","Entire home/apt"
"1067866263143283763","Spring","68","92","0.73913","Entire home/apt"
"1067866263143283763","Summer","23","92","0.25","Entire home/apt"
"1067866263143283763","Winter","0","90","0","Entire home/apt"
"1067871834665399348","Autumn","91","91","1","Entire home/apt"
"1067871834665399348","Spring","91","92","0.98913","Entire home/apt"
"1067871834665399348","Summer","92","92","1","Entire home/apt"
"1067871834665399348","Winter","90","90","1","Entire home/apt"
"1067890113241901250","Autumn","91","91","1","Shared room"
"1067890113241901250","Spring","39","92","0.423913","Shared room"
"1067890113241901250","Summer","92","92","1","Shared room"
"1067890113241901250","Winter","31","90","0.344444","Shared room"
"1067906129265784116","Autumn","91","91","1","Shared room"
"1067906129265784116","Spring","35","92","0.380435","Shared room"
"1067906129265784116","Summer","92","92","1","Shared room"
"1067906129265784116","Winter","31","90","0.344444","Shared room"
"1067917002468436887","Autumn","91","91","1","Private room"
"1067917002468436887","Spring","31","92","0.336957","Private room"
"1067917002468436887","Summer","92","92","1","Private room"
"1067917002468436887","Winter","19","90","0.211111","Private room"
"1067922477534506323","Autumn","91","91","1","Shared room"
"1067922477534506323","Spring","46","92","0.5","Shared room"
"1067922477534506323","Summer","92","92","1","Shared room"
"1067922477534506323","Winter","31","90","0.344444","Shared room"
"1067925633070363684","Autumn","91","91","1","Private room"
"1067925633070363684","Spring","37","92","0.402174","Private room"
"1067925633070363684","Summer","92","92","1","Private room"
"1067925633070363684","Winter","20","90","0.222222","Private room"
"1068005638464714746","Autumn","0","91","0","Entire home/apt"
"1068005638464714746","Spring","37","92","0.402174","Entire home/apt"
"1068005638464714746","Summer","23","92","0.25","Entire home/apt"
"1068005638464714746","Winter","0","90","0","Entire home/apt"
"1068056672801099317","Autumn","91","91","1","Entire home/apt"
"1068056672801099317","Spring","68","92","0.73913","Entire home/apt"
"1068056672801099317","Summer","92","92","1","Entire home/apt"
"1068056672801099317","Winter","20","90","0.222222","Entire home/apt"
"1068119389576421246","Autumn","0","91","0","Private room"
"1068119389576421246","Spring","49","92","0.532609","Private room"
"1068119389576421246","Summer","23","92","0.25","Private room"
"1068119389576421246","Winter","0","90","0","Private room"
"1068626546579569042","Autumn","0","91","0","Entire home/apt"
"1068626546579569042","Spring","48","92","0.521739","Entire home/apt"
"1068626546579569042","Summer","22","92","0.23913","Entire home/apt"
"1068626546579569042","Winter","0","90","0","Entire home/apt"
"1068668468913811766","Autumn","91","91","1","Entire home/apt"
"1068668468913811766","Spring","62","92","0.673913","Entire home/apt"
"1068668468913811766","Summer","92","92","1","Entire home/apt"
"1068668468913811766","Winter","20","90","0.222222","Entire home/apt"
"1068693254787984292","Autumn","0","91","0","Shared room"
"1068693254787984292","Spring","65","92","0.706522","Shared room"
"1068693254787984292","Summer","23","92","0.25","Shared room"
"1068693254787984292","Winter","0","90","0","Shared room"
"1068810365362330376","Autumn","21","91","0.230769","Private room"
"1068810365362330376","Spring","68","92","0.73913","Private room"
"1068810365362330376","Summer","92","92","1","Private room"
"1068810365362330376","Winter","0","90","0","Private room"
"1068839612694469125","Autumn","0","91","0","Entire home/apt"
"1068839612694469125","Spring","68","92","0.73913","Entire home/apt"
"1068839612694469125","Summer","23","92","0.25","Entire home/apt"
"1068839612694469125","Winter","0","90","0","Entire home/apt"
"1069167077832512165","Autumn","84","91","0.923077","Entire home/apt"
"1069167077832512165","Spring","18","92","0.195652","Entire home/apt"
"1069167077832512165","Summer","71","92","0.771739","Entire home/apt"
"1069167077832512165","Winter","20","90","0.222222","Entire home/apt"
"1069223232861242881","Autumn","0","91","0","Entire home/apt"
"1069223232861242881","Spring","13","92","0.141304","Entire home/apt"
"1069223232861242881","Summer","0","92","0","Entire home/apt"
"1069223232861242881","Winter","0","90","0","Entire home/apt"
"1069277459627763030","Autumn","0","91","0","Entire home/apt"
"1069277459627763030","Spring","0","92","0","Entire home/apt"
"1069277459627763030","Summer","0","92","0","Entire home/apt"
"1069277459627763030","Winter","0","90","0","Entire home/apt"
"1069281920710987252","Autumn","91","91","1","Entire home/apt"
"1069281920710987252","Spring","67","92","0.728261","Entire home/apt"
"1069281920710987252","Summer","91","92","0.98913","Entire home/apt"
"1069281920710987252","Winter","20","90","0.222222","Entire home/apt"
"1069293531538102910","Autumn","20","91","0.21978","Private room"
"1069293531538102910","Spring","0","92","0","Private room"
"1069293531538102910","Summer","62","92","0.673913","Private room"
"1069293531538102910","Winter","0","90","0","Private room"
"1069323566896048479","Autumn","91","91","1","Entire home/apt"
"1069323566896048479","Spring","67","92","0.728261","Entire home/apt"
"1069323566896048479","Summer","92","92","1","Entire home/apt"
"1069323566896048479","Winter","20","90","0.222222","Entire home/apt"
"1069362360354311858","Autumn","91","91","1","Entire home/apt"
"1069362360354311858","Spring","33","92","0.358696","Entire home/apt"
"1069362360354311858","Summer","89","92","0.967391","Entire home/apt"
"1069362360354311858","Winter","20","90","0.222222","Entire home/apt"
"1069367849838439246","Autumn","91","91","1","Entire home/apt"
"1069367849838439246","Spring","25","92","0.271739","Entire home/apt"
"1069367849838439246","Summer","92","92","1","Entire home/apt"
"1069367849838439246","Winter","90","90","1","Entire home/apt"
"1069613601198843606","Autumn","82","91","0.901099","Private room"
"1069613601198843606","Spring","34","92","0.369565","Private room"
"1069613601198843606","Summer","80","92","0.869565","Private room"
"1069613601198843606","Winter","20","90","0.222222","Private room"
"1069967191373545519","Autumn","21","91","0.230769","Entire home/apt"
"1069967191373545519","Spring","68","92","0.73913","Entire home/apt"
"1069967191373545519","Summer","92","92","1","Entire home/apt"
"1069967191373545519","Winter","0","90","0","Entire home/apt"
"1070022238937593327","Autumn","91","91","1","Private room"
"1070022238937593327","Spring","54","92","0.586957","Private room"
"1070022238937593327","Summer","92","92","1","Private room"
"1070022238937593327","Winter","19","90","0.211111","Private room"
"1070083490615445679","Autumn","91","91","1","Entire home/apt"
"1070083490615445679","Spring","91","92","0.98913","Entire home/apt"
"1070083490615445679","Summer","92","92","1","Entire home/apt"
"1070083490615445679","Winter","90","90","1","Entire home/apt"
"1070091709138205917","Autumn","74","91","0.813187","Entire home/apt"
"1070091709138205917","Spring","32","92","0.347826","Entire home/apt"
"1070091709138205917","Summer","83","92","0.902174","Entire home/apt"
"1070091709138205917","Winter","20","90","0.222222","Entire home/apt"
"1070137680999331210","Autumn","35","91","0.384615","Entire home/apt"
"1070137680999331210","Spring","1","92","0.0108696","Entire home/apt"
"1070137680999331210","Summer","31","92","0.336957","Entire home/apt"
"1070137680999331210","Winter","20","90","0.222222","Entire home/apt"
"1070506430661579120","Autumn","91","91","1","Entire home/apt"
"1070506430661579120","Spring","68","92","0.73913","Entire home/apt"
"1070506430661579120","Summer","92","92","1","Entire home/apt"
"1070506430661579120","Winter","20","90","0.222222","Entire home/apt"
"1070514709904425712","Autumn","21","91","0.230769","Entire home/apt"
"1070514709904425712","Spring","68","92","0.73913","Entire home/apt"
"1070514709904425712","Summer","92","92","1","Entire home/apt"
"1070514709904425712","Winter","0","90","0","Entire home/apt"
"1070586629078403576","Autumn","21","91","0.230769","Entire home/apt"
"1070586629078403576","Spring","59","92","0.641304","Entire home/apt"
"1070586629078403576","Summer","92","92","1","Entire home/apt"
"1070586629078403576","Winter","0","90","0","Entire home/apt"
"1070614512294388971","Autumn","91","91","1","Private room"
"1070614512294388971","Spring","57","92","0.619565","Private room"
"1070614512294388971","Summer","92","92","1","Private room"
"1070614512294388971","Winter","90","90","1","Private room"
"1070681627722750935","Autumn","91","91","1","Entire home/apt"
"1070681627722750935","Spring","36","92","0.391304","Entire home/apt"
"1070681627722750935","Summer","92","92","1","Entire home/apt"
"1070681627722750935","Winter","20","90","0.222222","Entire home/apt"
"1070766497441089734","Autumn","83","91","0.912088","Entire home/apt"
"1070766497441089734","Spring","28","92","0.304348","Entire home/apt"
"1070766497441089734","Summer","4","92","0.0434783","Entire home/apt"
"1070766497441089734","Winter","90","90","1","Entire home/apt"
"10707885","Autumn","0","182","0","Entire home/apt"
"10707885","Spring","24","116","0.206897","Entire home/apt"
"10707885","Summer","26","161","0.161491","Entire home/apt"
"10707885","Winter","68","181","0.375691","Entire home/apt"
"1070869203654795226","Autumn","91","91","1","Private room"
"1070869203654795226","Spring","53","92","0.576087","Private room"
"1070869203654795226","Summer","92","92","1","Private room"
"1070869203654795226","Winter","90","90","1","Private room"
"1070875304447852263","Autumn","91","91","1","Private room"
"1070875304447852263","Spring","55","92","0.597826","Private room"
"1070875304447852263","Summer","92","92","1","Private room"
"1070875304447852263","Winter","90","90","1","Private room"
"1070883051973721799","Autumn","91","91","1","Entire home/apt"
"1070883051973721799","Spring","55","92","0.597826","Entire home/apt"
"1070883051973721799","Summer","89","92","0.967391","Entire home/apt"
"1070883051973721799","Winter","20","90","0.222222","Entire home/apt"
"1070970552360871664","Autumn","0","91","0","Entire home/apt"
"1070970552360871664","Spring","48","92","0.521739","Entire home/apt"
"1070970552360871664","Summer","23","92","0.25","Entire home/apt"
"1070970552360871664","Winter","0","90","0","Entire home/apt"
"1071382441295238349","Autumn","91","91","1","Entire home/apt"
"1071382441295238349","Spring","67","92","0.728261","Entire home/apt"
"1071382441295238349","Summer","92","92","1","Entire home/apt"
"1071382441295238349","Winter","20","90","0.222222","Entire home/apt"
"1071514146458666831","Autumn","91","91","1","Entire home/apt"
"1071514146458666831","Spring","66","92","0.717391","Entire home/apt"
"1071514146458666831","Summer","92","92","1","Entire home/apt"
"1071514146458666831","Winter","20","90","0.222222","Entire home/apt"
"1072088421731253323","Autumn","91","91","1","Private room"
"1072088421731253323","Spring","64","92","0.695652","Private room"
"1072088421731253323","Summer","92","92","1","Private room"
"1072088421731253323","Winter","20","90","0.222222","Private room"
"1072118331047760306","Autumn","91","91","1","Entire home/apt"
"1072118331047760306","Spring","68","92","0.73913","Entire home/apt"
"1072118331047760306","Summer","92","92","1","Entire home/apt"
"1072118331047760306","Winter","20","90","0.222222","Entire home/apt"
"1072120562284837705","Autumn","91","91","1","Private room"
"1072120562284837705","Spring","68","92","0.73913","Private room"
"1072120562284837705","Summer","92","92","1","Private room"
"1072120562284837705","Winter","20","90","0.222222","Private room"
"1072150546210841166","Autumn","91","91","1","Private room"
"1072150546210841166","Spring","64","92","0.695652","Private room"
"1072150546210841166","Summer","92","92","1","Private room"
"1072150546210841166","Winter","20","90","0.222222","Private room"
"1072193411610858488","Autumn","0","91","0","Entire home/apt"
"1072193411610858488","Spring","19","92","0.206522","Entire home/apt"
"1072193411610858488","Summer","44","92","0.478261","Entire home/apt"
"1072193411610858488","Winter","0","90","0","Entire home/apt"
"1072684230568605917","Autumn","91","91","1","Private room"
"1072684230568605917","Spring","89","92","0.967391","Private room"
"1072684230568605917","Summer","92","92","1","Private room"
"1072684230568605917","Winter","87","90","0.966667","Private room"
"1072700256036137326","Autumn","0","91","0","Entire home/apt"
"1072700256036137326","Spring","1","92","0.0108696","Entire home/apt"
"1072700256036137326","Summer","16","92","0.173913","Entire home/apt"
"1072700256036137326","Winter","0","90","0","Entire home/apt"
"1072782","Autumn","182","182","1","Private room"
"1072782","Spring","116","116","1","Private room"
"1072782","Summer","161","161","1","Private room"
"1072782","Winter","181","181","1","Private room"
"1072872027005177602","Autumn","91","91","1","Entire home/apt"
"1072872027005177602","Spring","67","92","0.728261","Entire home/apt"
"1072872027005177602","Summer","92","92","1","Entire home/apt"
"1072872027005177602","Winter","20","90","0.222222","Entire home/apt"
