id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
39457264,Good Double Room in Central (ML8C),97240131,Jov,,Central & Western,22.28006,114.15656,Private room,160,29,0,,,341,364,0,
39457557,Tai Kok Tsui Good Double Room (TK3C),97240131,Jov,,Kowloon City,22.31952,114.18035,Private room,160,29,0,,,341,364,0,
39457793,Economy Sheung Wan Double room (SW21B),97240131,Jov,,Central & Western,22.28466,114.15109,Private room,260,29,0,,,341,364,0,
39458776,Big Central Double Room in Central (ML9C),67709885,Steven,,Central & Western,22.282,114.15463,Private room,160,30,0,,,282,364,0,
39458923,Economy Sheung Wan Double room (SW21B),67709885,Steven,,Central & Western,22.28657,114.15225,Private room,160,29,0,,,282,365,0,
39512897,Long Term Rental For Students / Professionals,8990155,Wong,,Kowloon City,22.32012,114.17476,Private room,223,120,0,,,1,358,0,
39519815,Yau Ma Tei Deluxe Studio - Y10e,4584648,Ivy,,Yau Tsim Mong,22.31297,114.16917,Entire home/apt,217,29,0,,,323,364,0,
39520068,Cozy studio in Yau Ma tei,4584648,Ivy,,Yau Tsim Mong,22.31214,114.16954,Entire home/apt,217,29,0,,,323,365,0,
39520445,Sheung Wan Comfort Double Room (SW15C),4584648,Ivy,,Central & Western,22.28784,114.14861,Private room,220,29,0,,,323,365,0,
39521541,Now 4800 SALE SALE STUDIO (N8ds),67709885,Steven,,Eastern,22.29146,114.20153,Private room,217,29,0,,,282,365,0,
39521724,Colorful and Comfort Room in Central - ML9d,4584648,Ivy,,Central & Western,22.28218,114.15481,Private room,180,30,0,,,323,364,0,
39536167,Flat Share Room in Prince Edward (PE1e),67709885,Steven,,Sham Shui Po,22.32795,114.1679,Private room,160,29,0,,,282,364,0,
39536542,Sheung Wan room for 2 with lift! Nice ! (sw18c),67709885,Steven,,Central & Western,22.28591,114.14929,Private room,160,29,0,,,282,364,0,
39536730,Tsim Sha Tsui comfortable Double Room (T5A),67709885,Steven,,Yau Tsim Mong,22.29728,114.17509,Private room,180,29,0,,,282,365,0,
39537020,Flat Share Room in Hung Hom-new renovation (H1e),67709885,Steven,,Kowloon City,22.31114,114.18804,Private room,160,29,0,,,282,364,0,
39538551,Wanchai Room for 1 with lift ( w10e),67709885,Steven,,Wan Chai,22.27647,114.17985,Private room,180,30,0,,,282,364,0,
39538649,Your own small studio in Sheung wan (SW20c),67709885,Steven,,Central & Western,22.28638,114.14438,Entire home/apt,217,29,0,,,282,364,0,
39538894,Economy Central Room (ML6D),67709885,Steven,,Central & Western,22.28211,114.15389,Private room,160,29,0,,,282,364,0,
39539152,Nice Room in Causeway Bay with LIFT (C7c),97240131,Jov,,Wan Chai,22.27779,114.17971,Private room,180,29,0,,,341,364,0,
39540177,Wanchai -- Wanchai - Room for 1 person !!!,97240131,Jov,,Wan Chai,22.27714,114.17611,Private room,160,29,0,,,341,364,0,
39540385,Room in Central 2/F walk up building  (ML9c),97240131,Jov,,Central & Western,22.28041,114.15686,Private room,160,29,0,,,341,364,0,
39546707,Big Single Room in Sai Ying Pun (S5A),97240131,Jov,,Central & Western,22.28812,114.14434,Private room,160,29,0,,,341,364,0,
39546925,Wanchai good single room (W10c),97240131,Jov,,Wan Chai,22.27791,114.17763,Private room,160,29,0,,,341,364,0,
39547227,Excellent Double Room in Central (ML8B),97240131,Jov,,Central & Western,22.2822,114.15662,Private room,160,29,0,,,341,365,0,
39547414,Excellent & Convenience Central Double Room (ML9D),97240131,Jov,,Central & Western,22.2799,114.15511,Private room,160,29,0,,,341,364,0,
39548030,Yau Ma Tei  Comfortable Room in share flat  (Y8g),97240131,Jov,,Yau Tsim Mong,22.31247,114.17177,Private room,170,29,2,2020-07-25,0.04,341,364,0,
39548459,Super Economy Double Room in Tai Kok Tsui (TK6A),67709885,Steven,,Yau Tsim Mong,22.32062,114.16239,Private room,130,29,1,2021-01-14,0.03,282,365,0,
39548696,Comfort and Trendy Room in Causeway Bay (C7A),67709885,Steven,,Wan Chai,22.27852,114.17583,Private room,160,29,0,,,282,364,0,
39561952,旺角地鐵1分鐘-大床套房合1-2人住，私人衛浴,50172398,Gloria,,Yau Tsim Mong,22.31688,114.17113,Private room,279,7,0,,,27,358,0,
39566215,#S47銅鑼灣獨立衛生間拎包入住,198109516,Apple,,Wan Chai,22.28066,114.18575,Private room,317,30,1,2023-03-14,0.08,75,364,0,
39572066,Comfort and Economy Hung Hom Room (H1E),97240131,Jov,,Kowloon City,22.31211,114.19021,Private room,210,29,0,,,341,364,0,
39572236,Comfort Double Room in Hung Hom (H1B),97240131,Jov,,Kowloon City,22.31049,114.18868,Private room,160,29,0,,,341,364,0,
39572462,Tsim Sha Tsui Economy Room  (T5c),97240131,Jov,,Yau Tsim Mong,22.29733,114.17487,Shared room,150,29,0,,,341,364,0,
39572698,Available Great North Point Studio (N9C),97240131,Jov,,Eastern,22.2914,114.20096,Private room,217,29,0,,,341,364,0,
39572918,"Tsimshatsui , Room  4 Beds  2 Bunk Bed (T5F)",97240131,Jov,,Yau Tsim Mong,22.299,114.17327,Shared room,275,30,0,,,341,364,0,
39573075,Excellent Central Single Room (ML8D),97240131,Jov,,Central & Western,22.28198,114.15649,Private room,160,29,0,,,341,364,0,
39574166,Economy Causeway Bay Double Room (C7A),4584648,Ivy,,Wan Chai,22.27905,114.18115,Private room,180,30,0,,,323,364,0,
39574460,Wanchai Good  Room (MH3a),4584648,Ivy,,Wan Chai,22.27646,114.17905,Private room,180,29,0,,,323,365,0,
39574625,Sheung Wan Comfortable Double Room (SW18C),4584648,Ivy,,Central & Western,22.28488,114.15083,Private room,160,29,0,,,323,365,0,
39574814,Hung Hom Economy Room for one person (H1E),4584648,Ivy,,Kowloon City,22.3108,114.18833,Private room,160,29,0,,,323,364,0,
39596997,Comfortable Wanchai Single Room (W10d),4584648,Ivy,,Wan Chai,22.27654,114.17817,Private room,200,29,0,,,323,365,0,
39599429,Deluxe Causeway Bay Double Room (C20D),4584648,Ivy,,Wan Chai,22.27729,114.18023,Private room,180,29,0,,,323,365,0,
39599848,Tsim Sha Tsui  Room in Share flat  (T5b),97240131,Jov,,Yau Tsim Mong,22.29716,114.17348,Private room,180,29,0,,,341,180,0,
39621037,"Room in Tsimshatsui, Kowloon   (T5c)",67709885,Steven,,Yau Tsim Mong,22.29922,114.17497,Shared room,130,29,0,,,282,365,0,
39621269,Colorful and Excellent Central Single Room (ML8D),67709885,Steven,,Central & Western,22.28132,114.15472,Private room,160,29,0,,,282,365,0,
39621447,Wan Chai Room available at (Sun Tao Building) MH3b,67709885,Steven,,Wan Chai,22.27663,114.17879,Private room,260,29,0,,,282,365,0,
39621998,Economy Causeway Bay Bedspace (C1F2),67709885,Steven,,Wan Chai,22.27623,114.18434,Shared room,160,29,0,,,282,365,0,
39622335,Economy Yau Ma Tei Studio (Y10A),67709885,Steven,,Yau Tsim Mong,22.31367,114.16926,Entire home/apt,217,29,0,,,282,365,0,
39622454,"【studio】 Yau Ma Tei , Kowloon   Studio (Y10E)",67709885,Steven,,Yau Tsim Mong,22.31382,114.17064,Entire home/apt,280,29,0,,,282,335,0,
39623600,Comfortable&Colorful Single Room in Central (ML8d),4584648,Ivy,,Wan Chai,22.25762,114.19209,Private room,160,30,0,,,323,364,0,
39653695,Sheung Wan STUDIO for 1 walkup 3rdfloor (sw20b),67709885,Steven,,Central & Western,22.28849,114.14482,Entire home/apt,180,29,1,2019-12-11,0.02,282,297,0,
39685274,Convenient and Big Tai Kok Tsui Studio (TK3E),97240131,Jov,,Yau Tsim Mong,22.31966,114.16262,Private room,217,29,0,,,341,364,0,
39685595,Convenient & Big Tai Kok Tsui Studio Room (TK3E),67709885,Steven,,Yau Tsim Mong,22.32173,114.16054,Private room,217,30,0,,,282,365,0,
39685848,Flat share room in Yau Ma Tei (Y2c),7518056,Jovee,,Yau Tsim Mong,22.31042,114.1719,Private room,180,29,1,2024-02-28,1,225,365,1,
39686793,Convenient Single Room in Sai Ying Pun (S5A),4584648,Ivy,,Central & Western,22.2875,114.14299,Private room,160,29,0,,,323,365,0,
39687234,Quarry Bay Economic Single Room (Q1h),4584648,Ivy,,Eastern,22.2884,114.20947,Private room,180,29,0,,,323,364,0,
39704718,Available Room at CENTRAL   (ML3b),67709885,Steven,,Central & Western,22.28054,114.15684,Entire home/apt,,29,0,,,282,364,0,
39712932,Economy Tsim Sha Tsui Room (T5d) move in asap,7518056,Jovee,,Yau Tsim Mong,22.2972,114.17332,Shared room,180,29,0,,,225,365,0,
39713313,TsimShaTsui shared Room 4 Beds  Bunk Bed (T5f),97240131,Jov,,Yau Tsim Mong,22.29686,114.1728,Private room,275,30,1,2020-05-01,0.02,341,364,0,
39713675,Comfort and trendiful Causeway Bay Room (C7A),97240131,Jov,,Wan Chai,22.2799,114.17979,Private room,160,29,0,,,341,364,0,
39739980,Flat share room in Yau Ma Tei  (Y2C),67709885,Steven,,Yau Tsim Mong,22.31211,114.17177,Private room,160,29,1,2020-09-02,0.02,282,364,0,
39740198,ensuite with bunkbed in Yaumatei  (Y2b),67709885,Steven,,Yau Tsim Mong,22.3124,114.17061,Private room,250,29,1,2021-02-01,0.03,282,365,0,
39761715,YHA Mei Ho House Youth Hostel 美荷樓青年旅舍,305631970,Mei Ho House,,Sham Shui Po,22.33318,114.16442,Private room,300,1,9,2021-10-23,0.18,3,0,0,
39787543,Tai Kok Tsui Big Studio for two (TK3E),4584648,Ivy,,Yau Tsim Mong,22.32021,114.16063,Entire home/apt,250,30,0,,,323,364,0,
39787988,Economy Bunk Bed Bedspace (C1F1),4584648,Ivy,,Wan Chai,22.2764,114.18224,Shared room,180,29,0,,,323,365,0,
39788168,Economy Bunk Bed Bedspace in Causeway Bay (C1F2),4584648,Ivy,,Wan Chai,22.27653,114.18408,Shared room,180,29,0,,,323,365,0,
39788691,Two Bunk Bed  Four Bed in Tsim Sha Tsui (T5F),4584648,Ivy,,Yau Tsim Mong,22.29785,114.17518,Shared room,275,30,0,,,323,365,0,
39788872,TsimShatsui Room 4 Bed  2 Bunk-Bed  (T5F),4584648,Ivy,,Yau Tsim Mong,22.29891,114.17523,Shared room,275,30,1,2022-01-31,0.04,323,365,0,
39789031,Room in Tsim Sha Tsui (T5c),4584648,Ivy,,Yau Tsim Mong,22.29867,114.17313,Shared room,150,29,0,,,323,365,0,
39802990,"Mid-levels, SheungWan Station, Shared Apartment",95577389,Iris,,Central & Western,22.28452,114.15176,Shared room,13250,60,0,,,1,90,0,
39810476,"月租房間
適宜商務，交通方便。",19614862,Falix,,Yau Tsim Mong,22.31881,114.16935,Private room,479,28,0,,,4,365,0,
39846705,Twin Room in Kowloon [B6],162186374,Wai Yan,,Yau Tsim Mong,22.30628,114.17091,Private room,294,1,95,2024-03-11,1.79,15,113,78,
39848195,Double Room in Kowloon [2],162186374,Wai Yan,,Yau Tsim Mong,22.30461,114.17295,Private room,339,1,79,2024-03-20,1.50,15,117,69,
39848991,Perfect flat shared for you! 1 MIN to Wanchai MTR!,127670009,Jason,,Wan Chai,22.27934,114.17301,Shared room,300,60,0,,,5,180,0,
39849453,Tsim Sha Tsui Co-living high floor,4812035,Urban Pack,,Yau Tsim Mong,22.29898,114.17128,Shared room,118,30,2,2022-04-18,0.04,5,365,0,
39849670,Sham Shui Po perfect shared flat for Student!,127670009,Jason,,Sham Shui Po,22.32994,114.16528,Shared room,200,60,0,,,5,180,0,
39884196,Deluxe Central Double Room (ML19C),97240131,Jov,,Central & Western,22.28369,114.15338,Private room,160,29,0,,,341,364,0,
39884543,Hung Hom Good Single Room (H1A),97240131,Jov,,Kowloon City,22.31081,114.18822,Private room,160,29,0,,,341,364,0,
39909934,Located in Prime location near Olympic city (TK3E),97240131,Jov,,Yau Tsim Mong,22.32137,114.16103,Private room,160,29,0,,,341,364,0,
39931700,City Center Kowloon 3BRs 3 min MTR 九龍中心地帶3房近地鐵,18741935,Helen,,Yau Tsim Mong,22.30508,114.17245,Entire home/apt,1065,1,8,2024-03-11,0.15,12,201,6,
39932751,"Cozy home near airport , Disneyland and Big Buddha",75367592,David,,Islands,22.29052806679886,113.94449287146044,Entire home/apt,739,1,122,2024-02-15,2.30,1,85,61,
39936008,Good Single Room in Hung Hom (H1D),67709885,Steven,,Kowloon City,22.31057,114.19022,Private room,160,29,0,,,282,364,0,
39938020,Hung Homg Good Single Room (H1A),67709885,Steven,,Kowloon City,22.31064,114.18811,Private room,160,29,0,,,282,364,0,
39960409,Tai Kok Tsui Economy Double Bed Room - TK2d,4584648,Ivy,,Yau Tsim Mong,22.32064,114.16257,Shared room,180,30,0,,,323,364,0,
39960735,High Quality Tai Kok Tsui bedspace (TK4D1),4584648,Ivy,,Yau Tsim Mong,22.32322,114.16015,Shared room,180,29,0,,,323,365,0,
39964165,Budget Double Rm@Mong Kok旺角區經濟大床房,24358640,Janis,,Yau Tsim Mong,22.31582,114.17063,Private room,177,1,0,,,56,0,0,
39974463,Budget Family Rm for 1 -4@Mong Kok旺角區經濟家庭房,24358640,Janis,,Yau Tsim Mong,22.31753,114.17046,Private room,303,10,1,2020-01-31,0.02,56,0,0,
39995759,"2 bedroom,cosy, bright and modern flat.",42082806,Gill,,Islands,22.29379,114.01488,Entire home/apt,1200,6,14,2023-12-28,0.27,1,99,1,
40029621,Female 5people Dorm,634820,Wontonmeen,,Yau Tsim Mong,22.32625,114.16491,Private room,550,1,8,2023-07-13,0.26,6,30,3,
40099221,Wonderful Studio Apartment in Central Hong Kong,138649185,Apac,,Central & Western,22.28374,114.15436,Entire home/apt,2000,5,1,2023-10-29,0.20,135,364,1,
40119944,Amazing Seaview 1 bedroom entire flat on HK Island,48073290,Kat,,Central & Western,22.28557069452187,114.13355146739946,Entire home/apt,1200,3,25,2024-02-24,2.19,1,120,25,
40124820,西堤_海景樓三房一廳2,46439433,Kennis,,Islands,22.20512,114.02561,Entire home/apt,2143,1,8,2023-09-24,0.15,6,89,1,
40126478,香港油麻地｜3分鐘到地鐵一房一客廳獨立衛浴提供清潔維修家具WiFi匙卡系統24CCTV非代理可長短租,10428889,The,,Yau Tsim Mong,22.31221,114.16815,Private room,451,30,0,,,8,89,0,
40127855,靠近旺角地鐵/經濟大床房Budget Double Rm for 1-2 @Mong Kok,24358640,Janis,,Yau Tsim Mong,22.31763,114.17016,Private room,179,10,0,,,56,0,0,
40161287,尖沙咀地铁@高铁站海港城+中港城+维多利亚 （私人浴室）,116364906,Kiki,,Yau Tsim Mong,22.29934,114.17135,Private room,,1,6,2024-03-03,0.12,8,364,2,
40294551,6號@金馬倫賓館  雙床 4人/ 2人房( 獨立浴室),28140685,Angel,,Yau Tsim Mong,22.29716,114.17115,Private room,307,1,44,2024-03-10,0.85,14,65,40,
40297770,7號@金馬倫賓館 3人房 + 獨立浴室,28140685,Angel,,Yau Tsim Mong,22.2984,114.17236,Private room,343,1,50,2024-02-24,0.97,14,67,42,
40298549,Tai Kok Tsui Economy Double Room (TK2B),67709885,Steven,,Yau Tsim Mong,22.3219,114.16094,Private room,160,29,0,,,282,365,0,
40299248,Tai Kok Tsui Good Double Room (TK5A),67709885,Steven,,Yau Tsim Mong,22.3188,114.16204,Entire home/apt,160,29,0,,,282,365,0,
40299725,#3 尖沙咀地鐵站 豪華舒適 大床雙人房+獨立浴室,28140685,Angel,,Yau Tsim Mong,22.29639,114.17132,Private room,373,1,24,2023-08-19,0.68,14,9,18,
40300195,STUDIO in Causeway Bay  (4/F walk up)c25a,67709885,Steven,,Wan Chai,22.27993,114.18403,Entire home/apt,217,29,0,,,282,364,0,
40336655,"Comfortable Room in WanChai, HK Island -( W10a)",7518056,Jovee,,Wan Chai,22.27674,114.17806,Private room,160,29,0,,,225,364,0,
40361053,YauMaTei Bunk Bed (Y2B) with own bathroom,97240131,Jov,,Yau Tsim Mong,22.31093,114.17209,Private room,180,29,0,,,341,364,0,
40361237,Room Available at Tsim Sha Tsui    (T4b),97240131,Jov,,Yau Tsim Mong,22.2965,114.17089,Private room,160,29,0,,,341,364,0,
40361792,Comfort Single Room in Sheung Wan (SW18D),97240131,Jov,,Central & Western,22.2844,114.14905,Private room,160,29,0,,,341,364,0,
40363288,Economy Tai Kok Tsui Double Room (TK5D),97240131,Jov,,Yau Tsim Mong,22.31991,114.16023,Private room,160,29,0,,,341,364,0,
40379883,Mong Kok Luxury Studio *3A,14861546,Tane Residence,,Yau Tsim Mong,22.31915,114.16916,Entire home/apt,270,60,0,,,121,265,0,
40388399,Studio  in north point near MTR,67709885,Steven,,Eastern,22.29353,114.2019,Entire home/apt,250,29,0,,,282,365,0,
40388808,Sheung Wan Deluxe Double Room (SW10A),67709885,Steven,,Central & Western,22.28778,114.1509,Private room,160,29,0,,,282,365,0,
40389093,Comfortable Sheung Wan Single Room (SW18D),67709885,Steven,,Central & Western,22.28472,114.15337,Private room,160,29,0,,,282,365,0,
40390159,Deluxe & Beautiful Sheung Wan Single Room (SW17B),67709885,Steven,,Central & Western,22.2877,114.1493,Private room,160,29,0,,,282,365,0,
40390360,【 SUPER SALE 】 Central Room for 1  - ml7d,67709885,Steven,,Central & Western,22.27987,114.15191,Private room,160,29,0,,,282,365,0,
40415168,Economy & Comfort Room in Sai Wan (K1D),67709885,Steven,,Wan Chai,22.25762,114.19013,Private room,160,29,0,,,282,364,0,
40416015,2 bedroom appartment great sea view in city center,312539944,Dai,,Kowloon City,22.30167,114.18583,Entire home/apt,850,50,0,,,1,60,0,
40416569,Economy and Comfort Sheung Wan Double Room (SW10C),67709885,Steven,,Central & Western,22.28703,114.15072,Private room,160,29,0,,,282,364,0,
40416932,Large Tai Kok Tsui Double Room near Olympic (TK5D),67709885,Steven,,Yau Tsim Mong,22.31862,114.1616,Entire home/apt,160,29,0,,,282,365,0,
40432446,"Spacious Room Near Causeway Bay MTR Station, C7a",7518056,Jovee,,Wan Chai,22.277,114.17534,Private room,160,29,0,,,225,364,0,
40436217,"Classic Studio Space@Hollywood Rd, HK",156409670,Tushita,,Central & Western,22.28417,114.1488,Entire home/apt,600,30,0,,,88,364,0,
40441728,"Unforgettable Experience at ""Sheung Wan""  (SW24A)",67709885,Steven,,Central & Western,22.28581,114.14811,Private room,160,29,0,,,282,365,0,
40460180,Tsim Sha Tsui  Room    (T5a),97240131,Jov,,Yau Tsim Mong,22.29783,114.17516,Shared room,170,29,0,,,341,365,0,
40460284,Two Bedroom Serviced Apartment with Sea View,304366624,Doris,,Central & Western,22.28381,114.1274,Private room,1329,5,8,2024-02-23,0.16,5,85,6,
40460478,Excellent & High Quality Kennedy Town Room (K1D),97240131,Jov,,Central & Western,22.28383,114.13114,Private room,160,29,0,,,341,364,0,
40460502,One Bedroom Serviced Apartment with Balcony,304366624,Doris,,Central & Western,22.28183,114.12915,Private room,1107,5,2,2023-02-16,0.09,5,91,0,
40460758,【 NEAR HKU 】-- Ensuite Room in shared flat  (K1A),97240131,Jov,,Central & Western,22.28346,114.13083,Private room,217,29,0,,,341,364,0,
40461216,Causeway Bay station /Near MTR /Free WiFi (C1C),67709885,Steven,,Wan Chai,22.27682,114.18416,Private room,217,29,0,,,282,364,0,
40461355,Deluxe Causeway Bay Double Room (C1C),4584648,Ivy,,Wan Chai,22.27699,114.1823,Private room,180,29,0,,,323,365,0,
40461504,Near Olympic mall★ 5 min to MTR★!★WiFi ★(TK5C),67709885,Steven,,Yau Tsim Mong,22.31838,114.16026,Entire home/apt,160,29,0,,,282,365,0,
40461713,Good & Confort Tsim Sha Tsui Double Room (T4E),4584648,Ivy,,Yau Tsim Mong,22.29832,114.17242,Private room,180,29,1,2024-03-03,1,323,365,1,
40462379,Cozy Double Bed Room in Sheung Wan - SW24a,4584648,Ivy,,Central & Western,22.28598,114.14987,Private room,180,30,0,,,323,364,0,
40462571,Excellent Studio- Y10g,4584648,Ivy,,Yau Tsim Mong,22.31371,114.16991,Entire home/apt,217,30,0,,,323,364,0,
40462806,Room Flat /share in Yau Ma Tei (Y2d),4584648,Ivy,,Yau Tsim Mong,22.31172,114.17225,Private room,160,30,0,,,323,364,0,
40475064,Spacious Apartment in City Center-Quite & Green,36766320,Vagisha,,Wan Chai,22.27434,114.17205,Entire home/apt,764,1,10,2023-12-04,0.19,1,42,3,
40494676,Comfort Studio Room in Kennedy Town (K1as),67709885,Steven,,Central & Western,22.28163,114.12805,Entire home/apt,150,29,0,,,282,363,0,
40500204,志城住房 Chi Sing Hotel (2) - 2-4人房 2-4 person room,166183091,Pineapple,,Yau Tsim Mong,22.31781,114.16993,Private room,180,30,1,2019-12-05,0.02,28,35,0,
40501076,志城住房 Chi Sing Hotel (4) - 標準雙人床房 Double bed room,166183091,Pineapple,,Yau Tsim Mong,22.31751,114.17006,Private room,,30,0,,,28,7,0,
40501831,志城住房 Chi Sing Hotel (9) - 標準雙人床房 Double bed room,166183091,Pineapple,,Yau Tsim Mong,22.31961,114.17077,Private room,,1,0,,,28,0,0,
40502037,志城住房 Chi Sing Hotel (11) - 2-3人房 2-3 person room,166183091,Pineapple,,Yau Tsim Mong,22.31783,114.17002,Private room,160,30,2,2023-04-21,0.16,28,63,2,
40502219,志城住房 Chi Sing Hotel (13) - 標準雙床房 Twin bed room,166183091,Pineapple,,Yau Tsim Mong,22.31796,114.17078,Private room,,30,0,,,28,0,0,
40545953,Room in share flat at  Yau Ma Tei - Y2d,7518056,Jovee,,Yau Tsim Mong,22.31187,114.17212,Private room,180,30,0,,,225,364,0,
40576222,"Beautiful Studio , Causeway Bay - C25c",4584648,Ivy,,Wan Chai,22.27838,114.18423,Private room,230,30,0,,,323,364,0,
40577490,Room in Kennedy Town near HKU MTR - K1d,4584648,Ivy,,Central & Western,22.28368,114.13087,Private room,160,30,0,,,323,364,0,
40599599,Studio in North Point near MTR station - N9c,4584648,Ivy,,Eastern,22.29183,114.20137,Private room,230,30,0,,,323,364,0,
40599801,Studio in North Point near MTR Station - N9b,4584648,Ivy,,Eastern,22.29327,114.20107,Private room,230,30,0,,,323,364,0,
40600114,"Le Banyan, Lamma Island",944353,Vincent,,Islands,22.22791,114.1096,Entire home/apt,4086,3,28,2024-02-13,0.54,2,71,7,
40600798,Comfortable room in Sheung Wan - SW18d,4584648,Ivy,,Central & Western,22.28637,114.14903,Private room,180,30,0,,,323,364,0,
40602906,Room in Hung Hum close to Poly U - H1d,4584648,Ivy,,Kowloon City,22.31201,114.18846,Private room,160,30,0,,,323,364,0,
40606990,Wanchai cozy shared flat close to MTR Admiralty,836477,Fabrice,,Wan Chai,22.27708,114.16874,Private room,336,1,13,2024-03-23,2.22,1,9,13,
40619231,Deluxe Studio with Ocean View,304366624,Doris,,Central & Western,22.28308,114.12693,Private room,879,10,0,,,5,364,0,
40619597,Twin Bed Deluxe Room,304366624,Doris,,Central & Western,22.28178,114.12773,Private room,729,5,1,2023-03-31,0.08,5,78,1,
40619889,Mong Kok Luxury Studio *3B,14861546,Tane Residence,,Yau Tsim Mong,22.32045,114.17147,Entire home/apt,324,60,1,2022-08-17,0.05,121,249,0,
40627636,Sales Sales Quiet Studio in North Point (N7cs),4584648,Ivy,,Eastern,22.29329,114.20104,Private room,217,30,0,,,323,364,0,
40641379,Newly Renovated 2 Bedrooms Apt(C) in Tsim Sha Tsui,42602621,Lai,,Yau Tsim Mong,22.30268547775146,114.17595151211474,Entire home/apt,600,14,7,2023-07-26,0.13,6,83,2,
40645301,Room in Sai Ying Pun - S4d,4584648,Ivy,,Central & Western,22.28624,114.14305,Private room,200,29,0,,,323,364,0,
40645853,Room in Sheung Wan - SW10c,4584648,Ivy,,Central & Western,22.28917,114.14454,Private room,160,29,0,,,323,364,0,
40646217,Room  in Yau Ma Tei - Y13e,4584648,Ivy,,Yau Tsim Mong,22.31452,114.16928,Private room,110,29,0,,,323,364,0,
40646886,Room in Hung Hom near Poly U - H1a,4584648,Ivy,,Kowloon City,22.31069,114.19026,Private room,250,30,0,,,323,364,0,
40739481,"Double Rm@Inn Square, Jordan, TST#22",34642523,Inn Square,,Yau Tsim Mong,22.30591,114.1699,Private room,122,28,2,2021-12-08,0.04,9,9,0,
40740330,Spacious Studio Walk to Olympic & Mongkok MTRs,42602621,Lai,,Yau Tsim Mong,22.32156,114.16257,Entire home/apt,289,28,4,2024-03-08,0.48,6,91,4,
40746781,160 sq.ft PET FRIENDLY STUDIO @HENNESSY ROAD,138649185,Apac,,Wan Chai,22.28085,114.18108,Entire home/apt,535,30,0,,,135,364,0,
40761739,Entire flat at 2nd floor close to MTR About 1.1Km,124990965,John,,Yuen Long,22.44957,113.99133,Entire home/apt,530,30,1,2020-08-31,0.02,2,90,0,
40833282,"Single Rm@Inn Square, Jordan, TST#17",34642523,Inn Square,,Yau Tsim Mong,22.30627,114.16619,Entire home/apt,138,11,15,2024-01-23,0.29,9,31,4,
40879669,香港油麻地｜3分鐘到地鐵單人間獨立衛浴｜提供清潔維修家具齊WiFi匙卡系統24CCTV非代理可長短租,10428889,The,,Yau Tsim Mong,22.3136,114.17016,Private room,248,30,0,,,8,284,0,
40902484,*B windowless Double Cabinet Suite  雙人大床無窗房,318629530,John,,Wan Chai,22.2826,114.18406,Private room,490,1,11,2023-11-22,0.57,4,98,2,
40904231,~TST Unisex Sleeping Pod 尖沙咀共享住宿睡眠艙（男女混合）,224421162,Alice,,Yau Tsim Mong,22.29797,114.17154,Shared room,265,1,158,2024-03-11,3.51,4,97,157,
40924993,"Cozy, Quiet, Clean Single Room - Spectacular Views",240941840,Antony,,Islands,22.29127,113.94988,Private room,914,3,1,2023-05-01,0.09,1,269,1,
40928743,130 sq.ft BUDGET STUDIO @HENNESSY ROAD,138649185,Apac,,Wan Chai,22.28072,114.18152,Entire home/apt,400,28,0,,,135,364,0,
40933596,538 Sq Feet Two+Two Entire Apt Direct Access MTR,3687211,Edna,,Tsuen Wan,22.36764,114.10984,Entire home/apt,1011,28,24,2024-03-03,2.72,2,104,24,
40956500,YHA Mei Ho House Youth Hostel 美荷樓青年旅舍,305631970,Mei Ho House,,Sham Shui Po,22.3347,114.1626,Shared room,420,1,0,,,3,0,0,
40956503,PET FRIENDLY 150 sq.ft STUDIO @JERVOIS STREET,138649185,Apac,,Central & Western,22.28399,114.15097,Entire home/apt,960,30,0,,,135,364,0,
41023351,市中心的 舒適 明亮 兩面單邊套房,515763765,Danny,,Wan Chai,22.27796,114.17581,Private room,375,7,25,2024-03-06,0.49,5,252,18,
41023615,Newly Renovated Super Premium Studio se,515763765,Danny,,Wan Chai,22.27724,114.17526,Entire home/apt,457,14,22,2024-03-01,0.44,5,172,8,
41025630,A Premium Studio likes home away from home -sa,515763765,Danny,,Wan Chai,22.27674,114.17416,Entire home/apt,380,14,27,2024-03-16,0.54,5,109,9,
41054075,Private Studio located in the city center -sb,515763765,Danny,,Wan Chai,22.27724,114.17526,Entire home/apt,360,7,32,2024-03-09,0.62,5,139,10,
41067660,"Charming beach flat, rooftop, summer mth discount",6708889,Marcos,,Southern,22.21893,114.21187,Entire home/apt,800,7,4,2022-09-23,0.13,2,143,0,
41119910,YHA Mei Ho House Youth Hostel 美荷樓青年旅舍,305631970,Mei Ho House,,Sham Shui Po,22.33294,114.16448,Private room,2000,1,1,2020-01-16,0.02,3,0,0,
41134385,LKR 3B2: 2 BR Apartment Next to Century Hotel,1375696,C S,,Wan Chai,22.27863,114.17569,Entire home/apt,1839,28,17,2023-12-31,0.41,2,181,10,
41138322,Lantau Loft,238887424,Cecily,,Islands,22.22104,113.91514,Entire home/apt,1271,1,166,2024-02-29,3.36,1,321,33,
41276440,airport transit /sea-view,219556323,S,,Tsuen Wan,22.35052,114.06537,Private room,1000,1,0,,,1,84,0,
