id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
248140,Bright Studio - Soho - Central HK,1300549,Darren,,Central & Western,22.28228,114.14923,Entire home/apt,800,3,203,2024-03-04,1.34,1,56,29,
263081,"3 睡房, 2500 平方呎 有工人 Family Friendly! 在中環半山 有車",1370155,Chuster,,Central & Western,22.27723,114.15083,Private room,22348,10,0,,,1,363,0,
274589,"8 mins HKCEC, 5 mins MTR Wan Chai, nr Causeway Bay",1435069,Shanshan,,Wan Chai,22.27924,114.16995,Entire home/apt,1631,4,283,2024-03-04,1.89,1,270,30,
280746,Beautiful 3 bedroom designer Apt,1443229,Alice,,Yuen Long,22.46592,113.98207,Entire home/apt,1117,3,48,2024-02-13,0.33,4,344,9,
306515,"HongKong,Central Bright Double Room",1576511,Frederic,,Central & Western,22.28376,114.15313,Entire home/apt,1014,30,20,2015-08-14,0.14,1,365,0,
505456,GREEN NEST IN  SHEUNG WAN HEART,1189239,Audrey,,Central & Western,22.28543,114.1489,Entire home/apt,850,1,281,2024-02-14,1.96,1,275,29,
562683,Mixed Dorm Bed#1@269 Hennessy Road,2767794,Check Inn HK,,Wan Chai,22.27825,114.17699,Shared room,256,1,113,2019-11-10,0.81,38,365,0,
562808,Mixed Dorm Bed#4@269 Hennessy Road,2767794,Check Inn HK,,Wan Chai,22.27825,114.17699,Shared room,256,1,25,2019-06-14,0.25,38,365,0,
562817,Mixed Dorm Bed#A@269 Hennessy Road,2767794,Check Inn HK,,Wan Chai,22.27825,114.17699,Shared room,256,1,176,2023-06-18,1.24,38,365,7,
562840,Mixed Dorm Bed#B@269 Hennessy Road,2767794,Check Inn HK,,Wan Chai,22.2782412,114.1769881,Shared room,256,1,29,2023-03-02,0.20,38,365,0,
578652,Modern family-friendly suite in fishing village,2846701,Veronica,,Islands,22.25382,113.86251,Hotel room,2571,1,15,2024-02-17,0.14,3,69,1,
603049,Deluxe Room@Espace Elastique-Tai O,2846701,Veronica,,Islands,22.25552,113.86369,Hotel room,1592,1,46,2023-07-02,0.38,3,67,2,
603050,Standard Rm@Espace Elastique-Tai O,2846701,Veronica,,Islands,22.25575,113.86351,Hotel room,1179,1,29,2023-10-02,0.23,3,68,1,
645404,Creative Residence in Kowloon . WM,634820,Wontonmeen,,Yau Tsim Mong,22.32532,114.16433,Hotel room,260,1,192,2024-03-24,1.37,6,37,44,
646645,Creative Residence. Private Room,634820,Wontonmeen,,Yau Tsim Mong,22.32532,114.16433,Private room,413,1,37,2020-01-09,0.26,6,8,0,
728122,Twin bed room for budget travellers,3784841,Albert,,Yau Tsim Mong,22.31807,114.17081,Private room,220,28,12,2023-12-17,0.09,4,267,2,
728126,Nice View Room for 2 travellers,3784841,Albert,,Yau Tsim Mong,22.31808,114.1706,Private room,420,28,21,2023-12-11,0.16,4,279,4,
736732,1 min to ladies market 2 rooms fit 6 ppls,3800609,Zoe,,Yau Tsim Mong,22.32026,114.172,Entire home/apt,1117,1,107,2024-03-17,0.77,8,287,43,
741955,Double bed room for 2 travellers,3784841,Albert,,Yau Tsim Mong,22.31828,114.17047,Private room,324,28,21,2022-04-29,0.15,4,90,0,
742040,Private room for single traveller,3784841,Albert,,Yau Tsim Mong,22.31792,114.17042,Private room,291,28,45,2022-03-31,0.33,4,269,0,
764696,Single bed room with green view,4031260,Jen Ai,,North,22.50294,114.13365,Private room,350,30,37,2022-07-31,0.27,2,272,0,
767022,Hong Kong - Great views/Location!,1853636,Ella,,Southern,22.23025,114.21702,Entire home/apt,7040,90,5,2017-04-16,0.04,1,0,0,
788273,Come to live in Cheung Chau Island,4128982,Françoise,,Islands,22.21287,114.03027,Entire home/apt,1572,3,7,2023-05-02,0.06,2,235,1,
792974,STUDIO with ROOF in HEART of SOHO,2172438,Joy,,Central & Western,22.28044425470254,114.15063551221294,Entire home/apt,1031,28,45,2024-03-01,0.34,1,145,19,
825791,FANTASTIC LOCATION NEAR HK FAMOUS PIER VIEW,3820308,David,,Yau Tsim Mong,22.30209,114.17608,Entire home/apt,671,1,92,2019-08-18,0.67,29,67,0,
849316,Causeway Bay Nr Times Sq: Full Apartment,4414395,Mike,,Wan Chai,22.27742,114.18156,Entire home/apt,800,1,105,2024-02-15,0.83,1,77,15,
860891,Two Bedroom Apartment W. MID-LEVELS  西區2房單位 *近 MTR,4509858,Akiei,,Central & Western,22.28483,114.14237,Entire home/apt,,90,1,2022-12-11,0.06,3,90,0,
860892,Two Bedrooms Apartmt @ W. Mid-Level  西區2房單位 *近 MTR,4509858,Akiei,,Central & Western,22.28294,114.14081,Entire home/apt,1134,60,1,2017-12-01,0.01,3,90,0,
861654,City Center Apartment Near 3 MTR,3820308,David,,Yau Tsim Mong,22.307896,114.166949,Entire home/apt,693,1,38,2024-01-10,0.28,29,351,1,
869969,Studio available in Prince Edward,4584648,Ivy,,Kowloon City,22.32514,114.17712,Private room,217,30,2,2015-06-22,0.01,323,364,0,
870046,10 mins to CITY U --------- by MTR,4584648,Ivy,,Yau Tsim Mong,22.31318,114.16845,Entire home/apt,180,30,1,2014-05-29,0.01,323,365,0,
894221,Best room for you near MTR,4584648,Ivy,,Yau Tsim Mong,22.31453,114.16863,Private room,180,30,0,,,323,365,0,
894224,Tsimshatsui Room in Flat Share,4584648,Ivy,,Yau Tsim Mong,22.31006,114.17138,Private room,140,31,0,,,323,364,0,
903169,Nice room available in Yau ma tei(y8b),4584648,Ivy,,Yau Tsim Mong,22.31188,114.17065,Private room,160,29,2,2018-09-30,0.02,323,365,0,
926138,Lovely home Mong Kok MTR Railway 4 beds,4971086,Aunt Alice,,Yau Tsim Mong,22.32257,114.17058,Entire home/apt,1013,2,419,2024-03-23,3.11,5,190,38,
944283,2 Bed Rooms Heart of Central-SOHO,5100812,Nana,,Central & Western,22.28457,114.15375,Entire home/apt,1104,6,84,2024-03-07,0.62,2,204,19,
956857,large Room- Heart of Soho/Central,5100812,Nana,,Central & Western,22.28324,114.15418,Private room,391,8,5,2023-01-25,0.04,2,50,0,
957513,"Hollywood Rd, Spacious and Sunny",5207666,James,,Central & Western,22.28526,114.14737,Entire home/apt,875,2,41,2024-02-14,0.31,1,335,4,
992390,Bright quiet studio in Hong Kong Central district,5181284,Peter,,Central & Western,22.28272,114.15307,Entire home/apt,646,6,168,2024-03-09,1.25,2,30,7,
1008590,6 bed mixed dorm - Urban Pack Hostel,4812035,Urban Pack,,Yau Tsim Mong,22.29796,114.17181,Shared room,115,30,109,2018-11-24,0.82,5,365,0,
1019390,A room in hip creative Sheung Wan,2014297,Cheryl,,Central & Western,22.28589,114.15149,Private room,600,1,66,2019-05-05,0.50,1,365,0,
1022377,Lovely Quiet Apartment With Rooftop,3905388,Janet,,Islands,22.24152,113.97984,Entire home/apt,850,2,189,2023-05-02,1.52,1,83,1,
1033352,Room in Wan Chai,4584648,Ivy,,Wan Chai,22.27904,114.18033,Private room,180,30,1,2014-01-04,0.01,323,365,0,
1036146,Seaview  Apt in Discovery Bay,2376514,Sun-Ok,,Islands,22.29549,114.02187,Entire home/apt,1857,90,0,,,3,365,0,
1046393,Wanchai - Room available,4584648,Ivy,,Wan Chai,22.27841,114.17121,Private room,180,30,0,,,323,365,0,
1060831,Duplex Town house at Beach village with Terrace,2376514,Sun-Ok,,Islands,22.29288,114.01123,Entire home/apt,3990,30,4,2015-01-03,0.03,3,365,0,
1072782,Nice and Big room in Fortress Hill,4584648,Ivy,,Eastern,22.28905,114.19639,Private room,180,30,0,,,323,365,0,
1108132,SOHO'S URBAN CHIC DESIGNERS APT,6084316,Lulu,,Central & Western,22.28071,114.15381,Entire home/apt,759,1,522,2024-03-06,3.98,1,291,49,
1145659,CWB Room,4584648,Ivy,,Wan Chai,22.27655,114.18077,Private room,,29,0,,,323,364,0,
1165573,Mid-level 1br/1ba by escalator,4258815,Faye,,Central & Western,22.28122,114.15135,Entire home/apt,911,2,163,2024-03-21,1.24,1,33,25,
1182474,"Kowloon Mongkok 1812 Twin Room A, near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.31585,114.16888,Private room,299,2,118,2024-02-17,1.01,11,36,15,
1187557,The cheaper room! Near with HKU!!!!,4584648,Ivy,,Central & Western,22.2845,114.12888,Private room,180,30,0,,,323,364,0,
1187738,Furnished Studio in western HK,4584648,Ivy,,Sham Shui Po,22.33247,114.16271,Private room,217,30,0,,,323,365,0,
1187739,Bright room Welcome for short term!,4584648,Ivy,,Sham Shui Po,22.3323,114.16243,Private room,180,30,0,,,323,365,0,
1187770,ROOFTOP room ( SUPER close to MTR),4584648,Ivy,,Yau Tsim Mong,22.31447,114.17082,Private room,160,29,0,,,323,364,0,
1229848,"Cool Stanley Surf Flat, big rftp summer mth discnt",6708889,Marcos,,Southern,22.21892,114.21369,Entire home/apt,800,7,31,2024-02-09,0.25,2,344,1,
1312023,Flat share room in Yau Ma Tei,4584648,Ivy,,Yau Tsim Mong,22.31214,114.17227,Private room,620,30,0,,,323,365,0,
1623311,Spacious homey 1BR in Central SoHo Area,8632157,Sara,,Central & Western,22.28115,114.15348,Entire home/apt,800,7,6,2015-12-28,0.05,1,0,0,
1642196,Taikoo Shing Luxury High-Floor Apt,1190017,Paul,,Eastern,22.28934,114.21915,Entire home/apt,10000,30,0,,,3,84,0,
1704664,Modern 2BR Seaview apt with balcony/1min MTR,3741579,Ning,,Yau Tsim Mong,22.31343,114.1703319,Entire home/apt,2200,3,0,,,1,236,0,
1774268,"Sun & moon, food and drink",9318245,Sy,,Yuen Long,22.48134,114.05844,Private room,850,1,2,2023-12-09,0.13,1,364,1,
1832930,Single bed room with green view,4031260,Jen Ai,,North,22.52314,114.18193,Private room,350,3,16,2024-01-01,0.13,2,49,2,
1887852,Stunning Studio in Causeway Bay (c25c),4584648,Ivy,,Central & Western,22.28115,114.15777,Private room,230,30,2,2018-12-20,0.02,323,365,0,
1907254,TWO bedroom apartment @ W.Mid-level 西區2房單位 *近 MTR,4509858,Akiei,,Central & Western,22.28323,114.14365,Entire home/apt,1158,90,0,,,3,264,0,
1922220,Right smack 'n Central Hong Kong!!,5181284,Peter,,Central & Western,22.28335,114.15275,Entire home/apt,647,20,90,2023-09-19,0.72,2,91,1,
1944230,3 BR hidden gem over hideaway beach,10056448,Annie,,Islands,22.29376,114.02168,Entire home/apt,1707,9,62,2023-12-23,0.50,2,250,5,
1971970,Wan Chai  room ---- Available  !!!,4584648,Ivy,,Wan Chai,22.27695,114.17563,Private room,,30,1,2015-01-07,0.01,323,365,0,
2023516,WANCHAI  Room --  *************,4584648,Ivy,,Wan Chai,22.27705,114.17593,Private room,180,30,0,,,323,365,0,
2039863,ZA Newly renovated Unit 5 – Explore like a local,6067974,Wilson,,Wan Chai,22.28608,114.1912,Entire home/apt,1200,28,54,2021-04-08,0.44,63,181,0,
2079554,Nice room in Shek Tong Tsui,4584648,Ivy,,Central & Western,22.28522,114.13643,Private room,180,30,1,2014-05-14,0.01,323,365,0,
2084693,Bridge and Sea view 2 bedroom Apartment w/ Balcony,10647247,Patrick,,Sha Tin,22.35852,114.14402,Entire home/apt,835,7,37,2024-03-13,0.30,1,159,8,
2104151,City Centre Mong Kok  MTR Railway 3 beds,4971086,Aunt Alice,,Yau Tsim Mong,22.32238,114.17041,Entire home/apt,1216,3,378,2024-03-22,3.11,5,128,40,
2217839,Room in Fortress Hill - F4c,4584648,Ivy,,Eastern,22.28942,114.19454,Private room,160,30,1,2014-01-27,0.01,323,364,0,
2298810,One bedroom with its own balcony.,11741853,Phil,,Sai Kung,22.39501,114.26992,Private room,650,1,127,2021-08-22,1.03,1,75,0,
2333604,Room Near MTR station HK Island,11920400,Jo,,Eastern,22.29182,114.20248,Private room,900,5,0,,,1,358,0,
2342794,Town Centre Mong Kok Mtr railway 4 beds+2 bath rms,4971086,Aunt Alice,,Yau Tsim Mong,22.3223,114.17032,Entire home/apt,1485,2,209,2024-03-18,2.28,5,165,21,
2413558,ROOM IN North Point,4584648,Ivy,,Eastern,22.28547,114.21686,Private room,180,30,0,,,323,365,0,
2468216,French Window 2BR 3min MTR Wan Chai,1654196,Salin,,Wan Chai,22.27577,114.17463,Entire home/apt,1718,1,96,2024-03-04,0.79,85,338,3,
2472517,2 BR Apt w/ Abundant Daylight (28 days or above),12326516,Kk,,Yau Tsim Mong,22.31338,114.1677,Entire home/apt,838,2,349,2024-03-07,2.86,1,253,20,
2527002,Flat Share in Sham Shui Po,4584648,Ivy,,Wong Tai Sin,22.33856,114.21525,Private room,180,30,1,2015-11-05,0.01,323,365,0,
2551147,Very Nice Room ... WanChai,4584648,Ivy,,Wan Chai,22.27798,114.18068,Private room,180,30,0,,,323,365,0,
2601487,Nice Causeway bay studio,4584648,Ivy,,Wan Chai,22.27822,114.18253,Private room,217,30,0,,,323,365,0,
2602519,A:2BR for 6ppl 3mins to MongKok MTR,12404807,Melody InHK,,Yau Tsim Mong,22.31661,114.17143,Entire home/apt,914,1,314,2024-02-01,2.58,3,217,21,
2604819,4BR for 10ppl 3mins to MongKok MTR,12404807,Melody InHK,,Yau Tsim Mong,22.31841,114.17118,Entire home/apt,1797,1,89,2024-01-19,0.74,3,169,11,
2612849,B:2BR for 6ppl 3mins to MongKok MTR,12404807,Melody InHK,,Yau Tsim Mong,22.31652,114.17006,Entire home/apt,870,1,257,2024-03-03,2.11,3,222,26,
2646158,Prince Edward nice room,4584648,Ivy,,Wan Chai,22.2781,114.18333,Private room,180,30,0,,,323,365,0,
2653478,Nice presented room in causeway bay(c2d),4584648,Ivy,,Wan Chai,22.27675,114.18003,Private room,,30,0,,,323,364,0,
2757546,bedroom en-suite/roof top/spacious,14106467,Roberto,,Wan Chai,22.26772,114.1871,Private room,800,1,9,2024-02-13,0.08,1,365,1,
2764689,Two large window Tree view elevator  MTR .8分到地铁有電梯,9938700,Anna,,Central & Western,22.28508,114.15398,Private room,411,1,52,2024-03-12,0.70,4,205,28,
2881042,Tsim Sha Tsui MTR Double Rm with private washroom,14626463,Wendy,,Yau Tsim Mong,22.29767,114.17158,Private room,1210,1,15,2019-10-02,0.14,2,17,0,
2909327,CWB Clean & Modern Reno in HEART of HK *2B,14861546,Tane Residence,,Wan Chai,22.28008,114.18609,Entire home/apt,378,60,6,2016-06-26,0.05,121,197,0,
2939697,"Nice Flatshare, Sheung Wan",4584648,Ivy,,Central & Western,22.28579,114.14907,Private room,180,30,0,,,323,365,0,
2970176,CWB Clean & Modern Reno in HEART of HK *2C,14861546,Tane Residence,,Wan Chai,22.27859,114.18473,Entire home/apt,333,30,44,2022-07-16,0.37,121,239,0,
2970536,CWB Clean & Modern Reno in HEART of HK *2A,14861546,Tane Residence,,Wan Chai,22.27993,114.18438,Entire home/apt,468,30,28,2016-04-24,0.24,121,321,0,
2989687,Room w/ROOFTOP in Yau Ma Tei,4584648,Ivy,,Yau Tsim Mong,22.31281,114.17039,Private room,180,30,0,,,323,365,0,
2989858,Small room available  near HKU,4584648,Ivy,,Central & Western,22.28469,114.15372,Private room,180,30,2,2016-08-21,0.02,323,364,0,
2989907,Super Convenient Room in Central,4584648,Ivy,,Central & Western,22.27839,114.15166,Private room,180,31,1,2018-01-06,0.01,323,365,0,
2990012,Nice flatshare in Midlevel central,4584648,Ivy,,Central & Western,22.28392,114.1487,Private room,180,30,0,,,323,365,0,
2998876,Double Room with Balcony,14626463,Wendy,,Yau Tsim Mong,22.29659,114.17192,Private room,671,1,0,,,2,365,0,
2999248,Share flat in Sheung Wan,4584648,Ivy,,Central & Western,22.28593,114.15242,Private room,180,30,0,,,323,365,0,
2999296,Room in Share flat in Sheung Wan,4584648,Ivy,,Central & Western,22.28662,114.14769,Private room,180,30,1,2014-09-15,0.01,323,365,0,
2999332,Nice Flatshare in Wan Chai,4584648,Ivy,,Wan Chai,22.27834,114.17328,Private room,180,30,0,,,323,365,0,
2999376,Best Place to Stay in HK~Quarry bay Room (q1b),4584648,Ivy,,Eastern,22.28807,114.20923,Private room,174,30,0,,,323,365,0,
3006841,Jordan studio,15064784,Ferwick,,Yau Tsim Mong,22.30583,114.17041,Entire home/apt,380,2,6,2016-01-02,0.05,1,5,0,
3021624,Wanchai cozy 3BR+2Bath for 5 (Heart of HK),15397373,Carina,,Wan Chai,22.27891,114.17636,Entire home/apt,1128,3,209,2024-03-21,1.75,1,104,37,
3034946,琪寓-油麻地地鐵站口2分鐘-弥敦公寓2房1厅住5-6人,9157229,希柚,,Yau Tsim Mong,22.31152,114.17055,Entire home/apt,1397,3,21,2024-01-26,0.18,6,344,3,
3043288,旺角油麻地，地铁口两房一厅住5至7人,9157229,希柚,,Yau Tsim Mong,22.31794,114.17207,Entire home/apt,1505,3,15,2024-03-02,0.13,6,351,2,
3047488,Convenient & peaceful 1BR close to Subway,3820308,David,,Yau Tsim Mong,22.31171,114.17099,Entire home/apt,750,1,83,2023-03-27,0.70,29,326,1,
3052764,Walk To HKU. Room in STT,4584648,Ivy,,Central & Western,22.28731,114.13867,Private room,180,30,0,,,323,364,0,
3085792,INCREDIBLE Architect Design DUPLEX,15586744,Sven,,Sha Tin,22.38455,114.1877,Entire home/apt,1550,28,5,2018-02-28,0.04,17,250,0,
3115717,Short-term stay in Hong Kong,15831550,Timothy,,Islands,22.30425,114.00937,Entire home/apt,1200,2,146,2024-02-13,1.22,1,335,8,
3152441,AMAZING Top Floor Seaview STAR Ensuite,15586744,Sven,,Sai Kung,22.29396,114.27094,Private room,480,28,8,2019-06-20,0.07,17,83,0,
3176987,Furnished apartment for rent in August,14815561,David,,Wan Chai,22.27616,114.17591,Entire home/apt,1000,90,0,,,1,362,0,
3177173,Hennessy Cozy washer Wifi MTR #SA,16111024,Celine,,Wan Chai,22.27788,114.1763,Entire home/apt,486,28,36,2023-03-29,0.31,3,1,1,
3177277,Comfy Studio MTR Wifi Washer #SB,16111024,Celine,,Wan Chai,22.27783,114.17478,Entire home/apt,368,28,73,2024-01-15,0.63,3,168,3,
3177295,CityView MTR Wifi Washer #SC,16111024,Celine,,Wan Chai,22.27803,114.17808,Entire home/apt,500,28,43,2024-02-16,0.37,3,271,2,
3315931,SPECTACULAR Seaview COOL Room,15586744,Sven,,Sai Kung,22.29311,114.27338,Private room,450,28,37,2020-01-04,0.34,17,352,0,
3346038,AMAZING Top Floor Seaview SKY Room,15586744,Sven,,Sai Kung,22.29436,114.27223,Private room,380,28,22,2018-10-13,0.19,17,82,0,
3351296,AMAZING Top Floor Seaview CLOUD Room,15586744,Sven,,Sai Kung,22.29595,114.27076,Private room,380,28,2,2016-11-01,0.02,17,365,0,
3351826,AMAZING Top Floor 3 BEDROOM 2 BATH Unit,15586744,Sven,,Sai Kung,22.29449,114.27091,Entire home/apt,1550,7,41,2023-08-18,0.45,17,0,4,
3443586,Nice Studio available in Wan Chai,4584648,Ivy,,Wan Chai,22.2774,114.16943,Private room,217,60,0,,,323,364,0,
3469627,Lovely cozy new renovated rm Shatin,6975429,Feronia,,Sha Tin,22.38055,114.18658,Private room,568,28,52,2019-12-01,0.44,1,365,0,
3525683,ZA 2 BR Tin Hau MTR Newly renovated!,6067974,Wilson,,Wan Chai,22.28394,114.19254,Entire home/apt,1200,29,65,2023-08-24,0.57,63,354,1,
3545636,"Kowloon Mongkok 1812 Twin Room B, near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.31782,114.16945,Private room,299,2,23,2023-12-30,0.20,11,36,2,
3557506,Harbour & City View Flat w/ Private Roof & MTR,5218412,Mauricio,,Central & Western,22.28538,114.13148,Entire home/apt,800,4,11,2024-02-13,0.09,1,4,2,
3587653,Mtr Sweet home in new territories,7842633,Chu,,Tuen Mun,22.4155,113.98068,Private room,480,28,0,,,4,39,0,
3596518,SPECTACULAR Seaview 3 BEDRM Unit,15586744,Sven,,Sai Kung,22.29287,114.2731,Entire home/apt,1680,7,25,2023-04-29,0.22,17,89,1,
3647187,North Point's hidden treasure!,15449365,Tammy,,Eastern,22.28922,114.19866,Entire home/apt,903,3,124,2024-03-09,1.06,1,101,18,
3712813,"Kowloon Mongkok 1812 Double Room A, near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.31664,114.16859,Private room,299,2,12,2023-11-27,0.11,11,36,2,
3783735,"Kowloon Mongkok 1812 Triple Room A, near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.31686,114.16892,Private room,360,2,97,2023-11-28,0.84,11,36,3,
3870691,"Kowloon Mongkok 1812 Twin Room C, near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.3174,114.16884,Private room,299,2,75,2024-03-06,0.66,11,34,18,
3870727,"Kowloon Mongkok 1812 Triple Room B, near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.31574,114.17059,Private room,360,2,55,2024-03-07,0.47,11,36,5,
3886298,"2 bath,3 bdr, 13ppl Beside MK MTR",14634338,Rick,,Yau Tsim Mong,22.31256,114.1698,Entire home/apt,1900,1,129,2024-03-23,1.19,6,302,12,
3890627,Beside MTR 5 double bed 2 Bar in MK,14634338,Rick,,Yau Tsim Mong,22.31302,114.17188,Entire home/apt,1900,1,168,2024-02-14,1.44,6,302,3,
3903088,"Beside Mongkok MTR,3bdr, 11ppl",14634338,Rick,,Yau Tsim Mong,22.31165,114.1718,Entire home/apt,1980,1,103,2024-03-24,0.94,6,302,5,
3903373,2min MTR 5 double bed 2 Bath in MK,14634338,Rick,,Yau Tsim Mong,22.313,114.17015,Entire home/apt,1980,1,81,2024-03-09,0.69,6,305,8,
3919508,Mountian view / Office / Cozy room,10221060,A&A,,Sai Kung,22.29417,114.27281,Private room,387,3,133,2024-02-13,1.16,4,170,12,
3920387,Cozy apartment,10221060,A&A,,Sai Kung,22.29356,114.27189,Entire home/apt,1388,5,127,2023-01-26,1.10,4,38,0,
3955852,Causeway Bay FURNISHED room,4584648,Ivy,,Wan Chai,22.27772,114.17856,Private room,180,31,0,,,323,365,0,
3988151,Nice Flatshare in Mongkok,4584648,Ivy,,Yau Tsim Mong,22.32015,114.17031,Private room,180,30,0,,,323,365,0,
4008972,Room Available in North point,4584648,Ivy,,Eastern,22.29059,114.19828,Private room,180,31,0,,,323,365,0,
4016920,Room in Old Bailey St. Central,4584648,Ivy,,Central & Western,22.28235,114.15248,Private room,180,31,0,,,323,365,0,
4019615,Room available in sheung Wan,4584648,Ivy,,Central & Western,22.28806,114.14981,Private room,180,31,0,,,323,364,0,
4033527,Nice room - in Wanchai !!!,4584648,Ivy,,Wan Chai,22.27927,114.17396,Private room,180,30,0,,,323,365,0,
4041673,Spacious room Central,4584648,Ivy,,Central & Western,22.2806,114.15657,Private room,180,31,0,,,323,364,0,
4053934,Quarry Bay Studio,4584648,Ivy,,Eastern,22.29025,114.21014,Private room,180,31,1,2015-04-13,0.01,323,365,0,
4078286,Brand New Designer Apartment,18228281,Lincoln,,Central & Western,22.28159,114.15009,Entire home/apt,1741,180,139,2020-01-06,1.20,1,362,0,
4081290,NICE Flat Room in mid level Central_ML1,4584648,Ivy,,Central & Western,22.28041,114.15046,Private room,180,31,1,2015-10-28,0.01,323,365,0,
4108656,Tin Hau Nice ROOM NEAR MTR  in Flat Share,4584648,Ivy,,Wan Chai,22.28491,114.19037,Private room,180,30,0,,,323,365,0,
4122473,studio in Kennedy Town,4584648,Ivy,,Central & Western,22.28475,114.13165,Entire home/apt,217,31,0,,,323,365,0,
4138543,INCREDIBLE Architect Design Duplex SPACE Ensuite,15586744,Sven,,Sha Tin,22.38395,114.18673,Private room,500,28,39,2024-03-16,0.35,17,250,2,
4139784,INCREDIBLE Architect Design Duplex EARTH Ensuite,15586744,Sven,,Sha Tin,22.38396,114.18642,Private room,650,28,14,2023-03-31,0.12,17,365,1,
4142601,INCREDIBLE Architect Design Duplex AIR Room,15586744,Sven,,Sha Tin,22.38177,114.18784,Private room,400,28,37,2021-03-21,0.39,17,336,0,
4165842,Sheung Wan Nice Flatshare,4584648,Ivy,,Central & Western,22.28549,114.14765,Private room,180,29,0,,,323,364,0,
4174529,Fortress Hill studio,4584648,Ivy,,Eastern,22.2901,114.19902,Private room,217,30,1,2015-07-23,0.01,323,365,0,
4174619,A sharing flat available in Wan Chai(mh3c),4584648,Ivy,,Wan Chai,22.27886,114.17302,Private room,230,30,0,,,323,364,0,
4174689,"studio in Yau Ma Tei, Waterloo rd",4584648,Ivy,,Yau Tsim Mong,22.31305,114.1692,Private room,217,31,1,2015-06-14,0.01,323,365,0,
4196169,Newly renovated apt in MK for 6 ppl,3800609,Zoe,,Yau Tsim Mong,22.31898,114.16951,Entire home/apt,927,1,140,2024-03-19,1.23,8,256,48,
4212561,Nice Room in Tin Hau (th1b),4584648,Ivy,,Wan Chai,22.28351,114.19067,Private room,160,30,0,,,323,365,0,
4218574,Wan Chai NICE Room -----,4584648,Ivy,,Central & Western,22.2826,114.15076,Private room,180,31,1,2015-01-05,0.01,323,365,0,
4228094,North Point Nicely Furnished Room,4584648,Ivy,,Eastern,22.28977,114.20155,Private room,180,31,0,,,323,365,0,
4237262,Nice room in Sai Ying Pun,4584648,Ivy,,Central & Western,22.28782,114.14744,Private room,180,30,0,,,323,365,0,
4246603,Student hostel for 1 or 2_La Pourpe,22037293,Vincent & Partners@La Boutique,,Yau Tsim Mong,22.306791305541992,114.16658782958984,Private room,580,30,34,2020-08-09,0.30,9,150,0,
4406834,"Kowloon Mongkok 1812 Quadruple Room B,near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.31747,114.16852,Private room,446,2,69,2024-01-19,0.61,11,36,7,
4412882,City view / TV / Desk / Cozy single room,10221060,A&A,,Sai Kung,22.294071782595744,114.27282570641628,Private room,407,3,89,2024-02-04,0.79,4,178,10,
4436837,170sqm Serviced suite room for short and long term,22037293,Vincent & Partners@La Boutique,,Yau Tsim Mong,22.306791305541992,114.16658782958984,Private room,657,3,307,2024-01-22,2.72,9,31,4,
4471776,Lamma Island Yung Shue Wan Studio,2411054,Ming,,Islands,22.23053,114.11268,Entire home/apt,542,2,204,2022-03-20,1.81,1,0,0,
4503527,SPECTACULAR Seaview WOW Ensuite,15586744,Sven,,Sai Kung,22.29588,114.26792,Private room,480,28,9,2018-04-10,0.08,17,365,0,
4508129,鹿比旅舍 female,23376488,Ruby,,Yau Tsim Mong,22.30771,114.17027,Shared room,173,1,306,2024-03-04,2.69,13,125,67,
4517169,Awesome Apt at Central location,12857043,Mandy,,Eastern,22.29311,114.20241,Entire home/apt,2800,28,6,2022-10-31,0.08,1,364,0,
4550324,Cottage-style flat in Sai Kung,2395789,Rebekka,,Sai Kung,22.38723,114.26637,Entire home/apt,900,30,265,2024-03-07,2.33,1,286,15,
4576534,20%off Free WiFi “1” Studio near Subway,10575316,Ethan,,Central & Western,22.28668,114.14095,Entire home/apt,330,10,86,2024-03-06,0.81,1,146,29,
4678644,Friendly | Authentically HK living,634820,Wontonmeen,,Yau Tsim Mong,22.32532,114.16433,Hotel room,270,1,173,2022-10-16,1.53,6,27,0,
4682786,803(双床房)尖沙嘴地铁站上盖，免费无线网络,24215902,Sam,,Yau Tsim Mong,22.29655,114.17339,Private room,366,1,184,2023-12-18,1.63,9,360,5,
4691285,Wan Chai ROOM available !!!,4584648,Ivy,,Wan Chai,22.27673,114.17258,Private room,,30,0,,,323,365,0,
4691361,Kowloon | Authentically HK living,634820,Wontonmeen,,Yau Tsim Mong,22.32532,114.16433,Shared room,300,1,70,2023-09-11,0.62,6,24,5,
4695498,Student Hostel for 1 person_La Tatami,22037293,Vincent & Partners@La Boutique,,Yau Tsim Mong,22.306791305541992,114.16658782958984,Private room,579,30,471,2020-08-24,4.17,9,82,0,
